id,name_en,name_hans,name_hant,name_jp
1116,Scyther Candy,飞天螳螂的糖果,飛天螳螂的糖果,ストライクのアメ
1117,Jynx Candy,迷唇姐的糖果,迷唇姐的糖果,ルージュラのアメ
1118,Electabuzz Candy,电击兽的糖果,電擊獸的糖果,エレブーのアメ
1119,Pinsir Candy,凯罗斯的糖果,凱羅斯的糖果,カイロスのアメ
1120,Tauros Candy,肯泰罗的糖果,肯泰羅的糖果,ケンタロスのアメ
1121,Magikarp Candy,鲤鱼王的糖果,鯉魚王的糖果,コイキングのアメ
1122,Lapras Candy,拉普拉斯的糖果,拉普拉斯的糖果,ラプラスのアメ
1123,Ditto Candy,百变怪的糖果,百變怪的糖果,メタモンのアメ
1124,Eevee Candy,伊布的糖果,伊布的糖果,イーブイのアメ
1125,Porygon Candy,多边兽的糖果,多邊獸的糖果,ポリゴンのアメ
1126,Omanyte Candy,菊石兽的糖果,菊石獸的糖果,オムナイトのアメ
1127,Kabuto Candy,化石盔的糖果,化石盔的糖果,カブトのアメ
1128,Aerodactyl Candy,化石翼龙的糖果,化石翼龍的糖果,プテラのアメ
1129,Snorlax Candy,卡比兽的糖果,卡比獸的糖果,カビゴンのアメ
1130,Articuno Candy,急冻鸟的糖果,急凍鳥的糖果,フリーザーのアメ
1131,Zapdos Candy,闪电鸟的糖果,閃電鳥的糖果,サンダーのアメ
1132,Moltres Candy,火焰鸟的糖果,火焰鳥的糖果,ファイヤーのアメ
1133,Dratini Candy,迷你龙的糖果,迷你龍的糖果,ミニリュウのアメ
1134,Mewtwo Candy,超梦的糖果,超夢的糖果,ミュウツーのアメ
1135,Mew Candy,梦幻的糖果,夢幻的糖果,ミュウのアメ
1136,Meltan Candy,美录坦的糖果,美錄坦的糖果,メルタンのアメ
1137,Magmar Candy,鸭嘴火兽的糖果,鴨嘴火獸的糖果,ブーバーのアメ
1138,Endorsement,推荐函,推薦函,すいせんじょう
1139,Pokémon Box Link,宝可梦盒,寶可夢盒,ポケモンボックス
1140,Wishing Star,许愿星,許願星,ねがいぼし
1141,Dynamax Band,极巨腕带,極巨腕帶,ダイマックスＢ
1142,Fishing Rod,钓竿,釣竿,つりざお
1143,Rotom Bike,洛托姆自行车,洛托姆自行車,ロトムじてんしゃ
1144,Sausages,粗绞肉香肠,粗絞肉香腸,あらびきヴルスト
1145,Bob’s Food Tin,饱伯罐头,飽伯罐頭,ボブのかんづめ
1146,Bach’s Food Tin,巴哈罐头,巴哈罐頭,バックのかんづめ
1147,Tin of Beans,豆子罐头,豆子罐頭,マメかん
1148,Bread,吐司面包,吐司麵包,しょくパン
1149,Pasta,通心粉,通心麵,パスタ
1150,Mixed Mushrooms,袋装蕈菇,袋裝蕈菇,キノコパック
1151,Smoke-Poke Tail,烟熏尾巴,煙燻尾巴,しっぽのくんせい
1152,Large Leek,粗枝大葱,粗枝大蔥,ふといながねぎ
1153,Fancy Apple,特选苹果,特選蘋果,とくせんリンゴ
1154,Brittle Bones,细骨,細骨,かぼそいホネ
1155,Pack of Potatoes,袋装土豆,袋裝洋芋,ポテトパック
1156,Pungent Root,水边香草,水邊香草,みずべのハーブ
1157,Salad Mix,袋装蔬菜,袋裝蔬菜,やさいパック
1158,Fried Food,炸物拼盘,炸物拼盤,フライもりあわせ
1159,Boiled Egg,水煮蛋,水煮蛋,ゆでタマゴ
1160,Camping Gear,露营组合,露營組合,キャンプセット
1161,Rusted Sword,腐朽的剑,腐朽的劍,くちたけん
1162,Rusted Shield,腐朽的盾,腐朽的盾,くちたたて
1163,Fossilized Bird,化石鸟,化石鳥,カセキのトリ
1164,Fossilized Fish,化石鱼,化石魚,カセキのサカナ
1165,Fossilized Drake,化石龙,化石龍,カセキのリュウ
1166,Fossilized Dino,化石海兽,化石海獸,カセキのクビナガ
1167,Strawberry Sweet,草莓糖饰,草莓糖飾,いちごアメざいく
1168,Love Sweet,爱心糖饰,愛心糖飾,ハートアメざいく
1169,Berry Sweet,野莓糖饰,野莓糖飾,ベリーアメざいく
1170,Clover Sweet,幸运草糖饰,幸運草糖飾,よつばアメざいく
1171,Flower Sweet,花朵糖饰,花朵糖飾,おはなアメざいく
1172,Star Sweet,星星糖饰,星星糖飾,スターアメざいく
1173,Ribbon Sweet,蝴蝶结糖饰,蝴蝶結糖飾,リボンアメざいく
1174,Sweet Apple,甜甜苹果,甜甜蘋果,あまーいりんご
1175,Tart Apple,酸酸苹果,酸酸蘋果,すっぱいりんご
1176,Throat Spray,爽喉喷雾,爽喉噴霧,のどスプレー
1177,Eject Pack,避难背包,避難背包,だっしゅつパック
1178,Heavy-Duty Boots,厚底靴,厚底靴,あつぞこブーツ
1179,Blunder Policy,打空保险,打空保險,からぶりほけん
1180,Room Service,客房服务,客房服務,ルームサービス
1181,Utility Umbrella,万能伞,萬能傘,ばんのうがさ
1182,Exp. Candy XS,经验糖果ＸＳ,經驗糖果ＸＳ,けいけんアメＸＳ
1183,Exp. Candy S,经验糖果Ｓ,經驗糖果Ｓ,けいけんアメＳ
1184,Exp. Candy M,经验糖果Ｍ,經驗糖果Ｍ,けいけんアメＭ
1185,Exp. Candy L,经验糖果Ｌ,經驗糖果Ｌ,けいけんアメＬ
1186,Exp. Candy XL,经验糖果ＸＬ,經驗糖果ＸＬ,けいけんアメＸＬ
1187,Dynamax Candy,极巨糖果,極巨糖果,ダイマックスアメ
1289,Lonely Mint,怕寂寞薄荷,怕寂寞薄荷,さみしがりミント
1290,Adamant Mint,固执薄荷,固執薄荷,いじっぱりミント
1291,Naughty Mint,顽皮薄荷,頑皮薄荷,やんちゃミント
1292,Brave Mint,勇敢薄荷,勇敢薄荷,ゆうかんミント
1293,Bold Mint,大胆薄荷,大膽薄荷,ずぶといミント
1294,Impish Mint,淘气薄荷,淘氣薄荷,わんぱくミント
1295,Lax Mint,乐天薄荷,樂天薄荷,のうてんきミント
1296,Relaxed Mint,悠闲薄荷,悠閒薄荷,のんきミント
1297,Modest Mint,内敛薄荷,內斂薄荷,ひかえめミント
1298,Mild Mint,慢吞吞薄荷,慢吞吞薄荷,おっとりミント
1299,Rash Mint,马虎薄荷,馬虎薄荷,うっかりやミント
1300,Quiet Mint,冷静薄荷,冷靜薄荷,れいせいミント
1301,Calm Mint,温和薄荷,溫和薄荷,おだやかミント
1302,Gentle Mint,温顺薄荷,溫順薄荷,おとなしいミント
1303,Careful Mint,慎重薄荷,慎重薄荷,しんちょうミント
1304,Sassy Mint,自大薄荷,自大薄荷,なまいきミント
1305,Timid Mint,胆小薄荷,膽小薄荷,おくびょうミント
1306,Hasty Mint,急躁薄荷,急躁薄荷,せっかちミント
1307,Jolly Mint,爽朗薄荷,爽朗薄荷,ようきミント
1308,Naive Mint,天真薄荷,天真薄荷,むじゃきミント
1309,Serious Mint,认真薄荷,認真薄荷,まじめミント
1310,Wishing Piece,许愿星块,許願星塊,ねがいのかたまり
1311,Cracked Pot,破裂的茶壶,破裂的茶壺,われたポット
1312,Chipped Pot,缺损的茶壶,缺損的茶壺,かけたポット
1313,Hi-tech Earbuds,厉害耳塞,厲害耳塞,すごいみみせん
1314,Fruit Bunch,袋装果实,袋裝果實,フサパック
1315,Moomoo Cheese,哞哞乳酪,哞哞乳酪,モーモーチーズ
1316,Spice Mix,香料组合,香料組合,スパイスセット
1317,Fresh Cream,鲜鲜奶油,鮮鮮奶油,しんせんクリーム
1318,Packaged Curry,即食咖喱,即食咖哩,レトルトカレー
1319,Coconut Milk,椰奶,椰奶,ヤシのミルク
1320,Instant Noodles,即食面,即食麵,レトルトめん
1321,Precooked Burger,即食肉排,即食肉排,レトルトバーグ
1322,Gigantamix,超极粉,超極粉,キョダイパウダー
1323,Wishing Chip,许愿星碎片,許願星碎片,ねがいのかけら
1324,Rotom Bike,洛托姆自行车,洛托姆自行車,ロトムじてんしゃ
1325,Catching Charm,防晃护符,防晃護符,ゆれないおまもり
1326,Old Letter,陈旧的信,陳舊的信,ふるびたてがみ
1327,Band Autograph,乐队的签名,樂團的簽名,バンドのサイン
1328,Sonia’s Book,索妮亚的书,索妮亞的書,ソニアのほん
1329,Rotom Catalog,洛托姆型录,洛托姆型錄,ロトムのカタログ
1630,Max Honey,极巨甜蜜,極巨甜蜜,ダイミツ
1631,Max Mushrooms,极巨菇菇,極巨菇菇,ダイキノコ
1632,Galarica Twig,伽勒豆蔻枝,伽勒荳蔻枝,ガラナツのえだ
1633,Galarica Cuff,伽勒豆蔻手环,伽勒荳蔻手環,ガラナツブレス
1634,Style Card,时尚名人卡,時尚名人卡,おしゃれカード
1635,Armor Pass,铠甲车票,鎧甲車票,ヨロイパス
1636,Rotom Bike,洛托姆自行车,洛托姆自行車,ロトムじてんしゃ
1637,Rotom Bike,洛托姆自行车,洛托姆自行車,ロトムじてんしゃ
1638,Exp. Charm,经验护符,經驗護符,けいけんおまもり
1639,Armorite Ore,铠甲矿石,鎧甲礦石,ヨロイこうせき
1640,Mark Charm,证章护符,證章護符,あかしのおまもり
1641,Reins of Unity,牵绊缰绳,牽絆韁繩,キズナのタヅナ
1642,Reins of Unity,牵绊缰绳,牽絆韁繩,キズナのタヅナ
1643,Galarica Wreath,伽勒豆蔻花圈,伽勒荳蔻花圈,ガラナツリース
1644,Legendary Clue 1,传说笔记１,傳說筆記１,でんせつのメモ１
1645,Legendary Clue 2,传说笔记２,傳說筆記２,でんせつのメモ２
1646,Legendary Clue 3,传说笔记３,傳說筆記３,でんせつのメモ３
1647,Legendary Clue?,传说笔记？,傳說筆記？,でんせつのメモ？
1648,Crown Pass,王冠车票,王冠車票,カンムリパス
1649,Wooden Crown,木雕王冠,木雕王冠,きぼりのかんむり
1650,Radiant Petal,光辉花瓣,光輝花瓣,かがやくはなびら
1651,White Mane Hair,白色鬃毛,白色鬃毛,しろいたてがみ
1652,Black Mane Hair,黑色鬃毛,黑色鬃毛,くろいたてがみ
1653,Iceroot Carrot,冰萝卜,冰蘿蔔,つめたいにんじん
1654,Shaderoot Carrot,黑萝卜,黑蘿蔔,くろいにんじん
1655,Dynite Ore,极矿石,極礦石,マックスこうせき
1656,Carrot Seeds,萝卜种子,蘿蔔種子,にんじんのタネ
1657,Ability Patch,特性膏药,特性膏藥,とくせいパッチ
1658,Reins of Unity,牵绊缰绳,牽絆韁繩,キズナのタヅナ
1659,Adamant Crystal,,大金刚宝玉,だいこんごうだま
1660,Lustrous Globe,,大白宝玉,だいしらたま
1661,Griseous Core,,大白金宝玉,だいはっきんだま
1662,Blank Plate,,净空石板,まっさらプレート
1663,Strange Ball,,奇异球,ストレンジボール
1664,Legend Plate,,传说石板,レジェンドプレート
1665,Rotom Phone,,手机洛托姆,スマホロトム
1666,Sandwich,,三明治,サンドウィッチ
1667,Koraidon’s Poké Ball,,故勒顿的球,コライドンのボール
1668,Miraidon’s Poké Ball,,密勒顿的球,ミライドンのボール
1669,Tera Orb,,太晶珠,テラスタルオーブ
1670,Scarlet Book,,朱之书,スカーレットブック
1671,Violet Book,,紫之书,バイオレットブック
1672,Kofu’s Wallet,,海岱的钱包,ハイダイのサイフ
1673,Tiny Bamboo Shoot,,小竹笋,ちいさなタケノコ
1674,Big Bamboo Shoot,,大竹笋,おおきなタケノコ
1675,Scroll of Darkness,,恶之挂轴,あくのかけじく
1676,Scroll of Waters,,水之挂轴,みずのかけじく
1677,Malicious Armor,,咒术之铠,ノロイノヨロイ
1678,Normal Tera Shard,,一般太晶碎块,テラピースノーマル
1679,Fire Tera Shard,,火太晶碎块,テラピースほのお
1680,Water Tera Shard,,水太晶碎块,テラピースみず
1681,Electric Tera Shard,,电太晶碎块,テラピースでんき
1682,Grass Tera Shard,,草太晶碎块,テラピースくさ
1683,Ice Tera Shard,,冰太晶碎块,テラピースこおり
1684,Fighting Tera Shard,,格斗太晶碎块,テラピースかくとう
1685,Poison Tera Shard,,毒太晶碎块,テラピースどく
1686,Ground Tera Shard,,地面太晶碎块,テラピースじめん
1687,Flying Tera Shard,,飞行太晶碎块,テラピースひこう
1688,Psychic Tera Shard,,超能力太晶碎块,テラピースエスパー
1689,Bug Tera Shard,,虫太晶碎块,テラピースむし
1690,Rock Tera Shard,,岩石太晶碎块,テラピースいわ
1691,Ghost Tera Shard,,幽灵太晶碎块,テラピースゴースト
1692,Dragon Tera Shard,,龙太晶碎块,テラピースドラゴン
1693,Dark Tera Shard,,恶太晶碎块,テラピースあく
1694,Steel Tera Shard,,钢太晶碎块,テラピースはがね
1695,Fairy Tera Shard,,妖精太晶碎块,テラピースフェアリー
1696,Booster Energy,,驱劲能量,ブーストエナジー
1697,Ability Shield,,特性护具,とくせいガード
1698,Clear Amulet,,清净坠饰,クリアチャーム
1699,Mirror Herb,,模仿香草,ものまねハーブ
1700,Punching Glove,,拳击手套,パンチグローブ
1701,Covert Cloak,,密探斗篷,おんみつマント
1702,Loaded Dice,,机变骰子,いかさまダイス
1703,Baguette,,长棍面包,バケット
1704,Mayonnaise,,蛋黄酱,マヨネーズ
1705,Ketchup,,番茄酱,ケチャップ
1706,Mustard,,黄芥末酱,マスタード
1707,Butter,,黄油,バター
1708,Peanut Butter,,花生酱,ピーナッツバター
1709,Chili Sauce,,辣酱,チリソース
1710,Salt,,盐,ソルト
1711,Pepper,,胡椒,ペッパー
1712,Yogurt,,酸奶,ヨーグルト
1713,Whipped Cream,,鲜奶油,ホイップクリーム
1714,Cream Cheese,,奶油芝士,クリームチーズ
1715,Jam,,莓果酱,ベリージャム
1716,Marmalade,,橘子酱,マーマレード
1717,Olive Oil,,橄榄油,オリーブオイル
1718,Vinegar,,醋,ビネガー
1719,Sweet Herba Mystica,,秘传：甜味料,ひでん：あまスパイス
1720,Salty Herba Mystica,,秘传：咸味料,ひでん：しおスパイス
1721,Sour Herba Mystica,,秘传：酸味料,ひでん：すぱスパイス
1722,Bitter Herba Mystica,,秘传：苦味料,ひでん：にがスパイス
1723,Spicy Herba Mystica,,秘传：辣味料,ひでん：からスパイス
1724,Lettuce,,生菜,レタス
1725,Tomato,,西红柿片,トマトスライス
1726,Cherry Tomatoes,,小西红柿块,カットミニトマト
1727,Cucumber,,小黄瓜片,キュウリスライス
1728,Pickle,,酸黄瓜片,ピクルススライス
1729,Onion,,洋葱片,たまねぎスライス
1730,Red Onion,,红洋葱,アーリーレッド
1731,Green Bell Pepper,,青椒片,ピーマンスライス
1732,Red Bell Pepper,,红椒片,あかパプリカスライス
1733,Yellow Bell Pepper,,黄椒片,きパプリカスライス
1734,Avocado,,牛油果,アボカド
1735,Bacon,,煎培根,やきベーコン
1736,Ham,,火腿片,ハムスライス
1737,Prosciutto,,生火腿,なまハム
1738,Chorizo,,煎辣香肠,やきチョリソー
1739,Herbed Sausage,,香草香肠,ハーブソーセージ
1740,Hamburger,,汉堡排,ハンバーグ
1741,Klawf Stick,,毛崖蟹棒,ガケガニスティック
1742,Smoked Fillet,,烟熏鱼片,スモークきりみ
1743,Fried Fillet,,炸鱼片,きりみフライ
1744,Egg,,水煮蛋片,スライスエッグ
1745,Potato Tortilla,,烘蛋,トルティージャ
1746,Tofu,,豆腐,トーフ
1747,Rice,,米饭,ライス
1748,Noodles,,面条,ヌードル
1749,Potato Salad,,土豆色拉,ポテトサラダ
1750,Cheese,,芝士片,スライスチーズ
1751,Banana,,香蕉片,バナナスライス
1752,Strawberry,,草莓片,いちごスライス
1753,Apple,,苹果片,わぎりリンゴ
1754,Kiwi,,奇异果片,わぎりキウイ
1755,Pineapple,,凤梨片,カットパイン
1756,Jalapeño,,小辣椒,バラペーニョ
1757,Horseradish,,辣根,ホースラディッシュ
1758,Curry Powder,,咖喱粉,カレーパウダー
1759,Wasabi,,芥末酱,ワサビソース
1760,Watercress,,豆瓣菜,クレソン
1761,Basil,,罗勒,バジル
1762,Venonat Fang,,毛球的牙,コンパンのキバ
1763,Diglett Dirt,,地鼠的土,ディグダのつち
1764,Meowth Fur,,喵喵的毛,ニャースのけ
1765,Psyduck Down,,可达鸭的羽绒,コダックのうもう
1766,Mankey Fur,,猴怪的毛,マンキーのけ
1767,Growlithe Fur,,卡蒂狗的毛,ガーディのけ
1768,Slowpoke Claw,,呆呆兽的爪子,ヤドンのツメ
1769,Magnemite Screw,,小磁怪的螺丝,コイルのねじ
1770,Grimer Toxin,,臭泥的毒素,ベトベターのどくそ
1771,Shellder Pearl,,大舌贝的珍珠,シェルダーのしんじゅ
1772,Gastly Gas,,鬼斯的气体,ゴースのガス
1773,Drowzee Fur,,催眠貘的毛,スリープのけ
1774,Voltorb Sparks,,霹雳电球的电力,ビリリダマのでんき
1775,Scyther Claw,,飞天螳螂的爪子,ストライクのツメ
1776,Tauros Hair,,肯泰罗的毛,ケンタロスのけ
1777,Magikarp Scales,,鲤鱼王的鳞片,コイキングのウロコ
1778,Ditto Goo,,百变怪的黏糊,メタモンのべたべた
1779,Eevee Fur,,伊布的毛,イーブイのけ
1780,Dratini Scales,,迷你龙的鳞片,ミニリュウのウロコ
1781,Pichu Fur,,皮丘的毛,ピチューのけ
1782,Igglybuff Fluff,,宝宝丁的毛,ププリンのけ
1783,Mareep Wool,,咩利羊的毛球,メリープのけだま
1784,Hoppip Leaf,,毽子草的叶片,ハネッコのはっぱ
1785,Sunkern Leaf,,向日种子的叶片,ヒマナッツのはっぱ
1786,Murkrow Bauble,,黑暗鸦的宝物,ヤミカラスのおたから
1787,Misdreavus Tears,,梦妖的眼泪,ムウマのなみだ
1788,Girafarig Fur,,麒麟奇的毛,キリンリキのけ
1789,Pineco Husk,,榛果球的壳,クヌギダマのから
1790,Dunsparce Scales,,土龙弟弟的鳞片,ノコッチのウロコ
1791,Qwilfish Spines,,千针鱼的刺,ハリーセンのトゲ
1792,Heracross Claw,,赫拉克罗斯的爪子,ヘラクロスのツメ
1793,Sneasel Claw,,狃拉的爪子,ニューラのツメ
1794,Teddiursa Claw,,熊宝宝的爪子,ヒメグマのツメ
1795,Delibird Parcel,,信使鸟的行李,デリバードのにもつ
1796,Houndour Fang,,戴鲁比的牙,デルビルのキバ
1797,Phanpy Nail,,小小象的爪子,ゴマゾウのツメ
1798,Stantler Hair,,惊角鹿的毛,オドシシのけ
1799,Larvitar Claw,,幼基拉斯的爪子,ヨーギラスのツメ
1800,Wingull Feather,,长翅鸥的羽毛,キャモメのはね
1801,Ralts Dust,,拉鲁拉丝的掉落物,ラルトスのおとしもの
1802,Surskit Syrup,,溜溜糖球的蜜,アメタマのミツ
1803,Shroomish Spores,,蘑蘑菇的孢子,キノココのほうし
1804,Slakoth Fur,,懒人獭的毛,ナマケロのけ
1805,Makuhita Sweat,,幕下力士的汗,マクノシタのあせ
1806,Azurill Fur,,露力丽的毛,ルリリのけ
1807,Sableye Gem,,勾魂眼的宝石,ヤミラミのほうせき
1808,Meditite Sweat,,玛沙那的汗,アサナンのあせ
1809,Gulpin Mucus,,溶食兽的黏液,ゴクリンのねんえき
1810,Numel Lava,,呆火驼的熔岩,ドンメルのようがん
1811,Torkoal Coal,,煤炭龟的煤炭,コータスのせきたん
1812,Spoink Pearl,,跳跳猪的珍珠,バネブーのしんじゅ
1813,Cacnea Needle,,刺球仙人掌的刺,サボネアのトゲ
1814,Swablu Fluff,,青绵鸟的羽毛,チルットのはね
1815,Zangoose Claw,,猫鼬斩的爪子,ザングースのツメ
1816,Seviper Fang,,饭匙蛇的牙,ハブネークのキバ
1817,Barboach Slime,,泥泥鳅的黏液,ドジョッチのねんえき
1818,Shuppet Scrap,,怨影娃娃的残片,カゲボウズのきれはし
1819,Tropius Leaf,,热带龙的叶片,トロピウスのはっぱ
1820,Snorunt Fur,,雪童子的毛,ユキワラシのけ
1821,Luvdisc Scales,,爱心鱼的鳞片,ラブカスのウロコ
1822,Bagon Scales,,宝贝龙的鳞片,タツベイのウロコ
1823,Starly Feather,,姆克儿的羽毛,ムックルのはね
1824,Kricketot Shell,,圆法师的蜕壳,コロボーシのぬけがら
1825,Shinx Fang,,小猫怪的牙,コリンクのキバ
1826,Combee Honey,,三蜜蜂的蜜,ミツハニーのミツ
1827,Pachirisu Fur,,帕奇利兹的毛,パチリスのけ
1828,Buizel Fur,,泳圈鼬的毛,ブイゼルのけ
1829,Shellos Mucus,,无壳海兔的黏液,カラナクシのねんえき
1830,Drifloon Gas,,飘飘球的气体,フワンテのガス
1831,Stunky Fur,,臭鼬噗的毛,スカンプーのけ
1832,Bronzor Fragment,,铜镜怪的碎片,ドーミラーのかけら
1833,Bonsly Tears,,盆才怪的眼泪,ウソハチのなみだ
1834,Happiny Dust,,小福蛋的掉落物,ピンプクのおとしもの
1835,Spiritomb Fragment,,花岩怪的碎片,ミカルゲのかけら
1836,Gible Scales,,圆陆鲨的鳞片,フカマルのウロコ
1837,Riolu Fur,,利欧路的毛,リオルのけ
1838,Hippopotas Sand,,沙河马的沙,ヒポポタスのすな
1839,Croagunk Poison,,不良蛙的毒素,グレッグルのどくそ
1840,Finneon Scales,,荧光鱼的鳞片,ケイコウオのウロコ
1841,Snover Berries,,雪笠怪的果实,ユキカブリのみ
1842,Rotom Sparks,,洛托姆的电力,ロトムのでんき
1843,Petilil Leaf,,百合根娃娃的叶片,チュリネのはっぱ
1844,Basculin Fang,,野蛮鲈鱼的牙,バスラオのキバ
1845,Sandile Claw,,黑眼鳄的爪子,メグロコのツメ
1846,Zorua Fur,,索罗亚的毛,ゾロアのけ
1847,Gothita Eyelash,,哥德宝宝的睫毛,ゴチムのまつげ
1848,Deerling Hair,,四季鹿的毛,シキジカのけ
1849,Foongus Spores,,哎呀球菇的孢子,タマゲタケのほうし
1850,Alomomola Mucus,,保姆曼波的黏液,ママンボウのねんえき
1851,Tynamo Slime,,麻麻小鱼的黏液,シビシラスのねんえき
1852,Axew Scales,,牙牙的鳞片,キバゴのウロコ
1853,Cubchoo Fur,,喷嚏熊的毛,クマシュンのけ
1854,Cryogonal Ice,,几何雪花的冰,フリージオのこおり
1855,Pawniard Blade,,驹刀小兵的刀,コマタナのやいば
1856,Rufflet Feather,,毛头小鹰的羽毛,ワシボンのはね
1857,Deino Scales,,单首龙的鳞片,モノズのウロコ
1858,Larvesta Fuzz,,燃烧虫的毛,メラルバのけ
1859,Fletchling Feather,,小箭雀的羽毛,ヤヤコマのはね
1860,Scatterbug Powder,,粉蝶虫的粉,コフキムシのこな
1861,Litleo Tuft,,小狮狮的鬃毛,シシコのたてがみ
1862,Flabébé Pollen,,花蓓蓓的花粉,フラベベのかふん
1863,Skiddo Leaf,,坐骑小羊的叶片,メェークルのはっぱ
1864,Skrelp Kelp,,垃垃藻的碎藻,クズモーのもくず
1865,Clauncher Claw,,铁臂枪虾的钳子,ウデッポウのハサミ
1866,Hawlucha Down,,摔角鹰人的羽绒,ルチャブルのうもう
1867,Dedenne Fur,,咚咚鼠的毛,デデンネのけ
1868,Goomy Goo,,黏黏宝的黏液,ヌメラのねんえき
1869,Klefki Key,,钥圈儿的钥匙,クレッフィのかぎ
1870,Bergmite Ice,,冰宝的冰,カチコールのこおり
1871,Noibat Fur,,嗡蝠的毛,オンバットのけ
1872,Yungoos Fur,,猫鼬少的毛,ヤングースのけ
1873,Crabrawler Shell,,好胜蟹的壳,マケンカニのから
1874,Oricorio Feather,,花舞鸟的羽毛,オドリドリのはね
1875,Rockruff Rock,,岩狗狗的岩石,イワンコのいわ
1876,Mareanie Spike,,好坏星的刺,ヒドイデのトゲ
1877,Mudbray Mud,,泥驴仔的泥巴,ドロバンコのどろ
1878,Fomantis Leaf,,伪螳草的叶片,カリキリのはっぱ
1879,Salandit Gas,,夜盗火蜥的气体,ヤトウモリのガス
1880,Bounsweet Sweat,,甜竹竹的汗,アマカジのあせ
1881,Oranguru Fur,,智挥猩的毛,ヤレユータンのけ
1882,Passimian Fur,,投掷猴的毛,ナゲツケサルのけ
1883,Sandygast Sand,,沙丘娃的沙,スナバァのすな
1884,Komala Claw,,树枕尾熊的爪子,ネッコアラのツメ
1885,Mimikyu Scrap,,谜拟丘的残片,ミミッキュのきれはし
1886,Bruxish Tooth,,磨牙彩皮鱼的牙齿,ハギギシリのは
1887,Chewtle Claw,,咬咬龟的爪子,カムカメのツメ
1888,Skwovet Fur,,贪心栗鼠的毛,ホシガリスのけ
1889,Arrokuda Scales,,刺梭鱼的鳞片,サシカマスのウロコ
1890,Rookidee Feather,,稚山雀的羽毛,ココガラのはね
1891,Toxel Sparks,,电音婴的电力,エレズンのでんき
1892,Falinks Sweat,,列阵兵的汗,タイレーツのあせ
1893,Cufant Tarnish,,铜象的锈,ゾウドウのさび
1894,Rolycoly Coal,,小炭仔的煤炭,タンドンのせきたん
1895,Silicobra Sand,,沙包蛇的沙,スナヘビのすな
1896,Indeedee Fur,,爱管侍的毛,イエッサンのけ
1897,Pincurchin Spines,,啪嚓海胆的针,バチンウニのはり
1898,Snom Thread,,雪吞虫的丝,ユキハミのいと
1899,Impidimp Hair,,捣蛋小妖的毛,ベロバーのけ
1900,Applin Juice,,啃果虫的果汁,カジッチュのかじゅう
1901,Sinistea Chip,,来悲茶的碎片,ヤバチャのかけら
1902,Hatenna Dust,,迷布莉姆的掉落物,ミブリムのおとしもの
1903,Stonjourner Stone,,巨石丁的岩石,イシヘンジンのいわ
1904,Eiscue Down,,冰砌鹅的羽绒,コオリッポのうもう
1905,Dreepy Powder,,多龙梅西亚的粉,ドラメシヤのこな
1906,Lechonk Hair,,爱吃豚的毛,グルトンのけ
1907,Tarountula Thread,,团珠蛛的丝,タマンチュラのいと
1908,Nymble Claw,,豆蟋蟀的爪子,マメバッタのツメ
1909,Rellor Mud,,虫滚泥的泥巴,シガロコのどろ
1910,Greavard Wax,,墓仔狗的蜡,ボチのろう
1911,Flittle Down,,飘飘雏的羽绒,ヒラヒナのうもう
1912,Wiglett Sand,,海地鼠的沙,ウミディグダのすな
1913,Dondozo Whisker,,吃吼霸的胡须,ヘイラッシャのヒゲ
1914,Veluza Fillet,,轻身鳕的鱼片,ミガルーサのきりみ
1915,Finizen Mucus,,波普海豚的黏液,ナミイルカのねんえき
1916,Smoliv Oil,,迷你芙的油,ミニーブのオイル
1917,Capsakid Seed,,热辣娃的种子,カプサイジのたね
1918,Tadbulb Mucus,,光蚪仔的黏液,ズピカのねんえき
1919,Varoom Fume,,噗隆隆的气体,ブロロンのガス
1920,Orthworm Tarnish,,拖拖蚓的锈,ミミズズのさび
1921,Tandemaus Fur,,一对鼠的毛,ワッカネズミのけ
1922,Cetoddle Grease,,走鲸的油脂,アルクジラのあぶら
1923,Frigibax Scales,,凉脊龙的鳞片,セビエのウロコ
1924,Tatsugiri Scales,,米立龙的鳞片,シャリタツのウロコ
1925,Cyclizar Scales,,摩托蜥的鳞片,モトトカゲのウロコ
1926,Pawmi Fur,,布拨的毛,パモのけ
1927,Wattrel Feather,,电海燕的羽毛,カイデンのはね
1928,Bombirdier Feather,,下石鸟的羽毛,オトシドリのはね
1929,Squawkabilly Feather,,怒鹦哥的羽毛,イキリンコのはね
1930,Flamigo Down,,缠红鹤的羽绒,カラミンゴのうもう
1931,Klawf Claw,,毛崖蟹的钳子,ガケガニのハサミ
1932,Nacli Salt,,盐石宝的盐,コジオのしお
1933,Glimmet Crystal,,晶光芽的结晶,キラーメのけっしょう
1934,Shroodle Ink,,滋汁鼹的墨汁,シルシュルーのインク
1935,Fidough Fur,,狗仔包的毛,パピモッチのけ
1936,Maschiff Fang,,偶叫獒的牙,オラチフのキバ
1937,Bramblin Twig,,纳噬草的枝条,アノクサのえだ
1938,Gimmighoul Coin,,索财灵的硬币,コレクレーのコイン
1939,Tinkatink Hair,,小锻匠的毛,カヌチャンのけ
1940,Charcadet Soot,,炭小侍的煤灰,カルボウのすす
1941,Toedscool Flaps,,原野水母的薄片,ノノクラゲのヒラヒラ
1942,Wooper Slime,,乌波的黏液,ウパーのねんえき
2015,Picnic Set,,野餐组合,ピクニックセット
